IdFeedBack,Prediction
S01_Sess01_FB001,0.82936728549601102
S01_Sess01_FB002,0.82964469975662491
S01_Sess01_FB003,0.82218433417828207
S01_Sess01_FB004,0.82543408390971607
S01_Sess01_FB005,0.828005474818297
S01_Sess01_FB006,0.82449549271776068
S01_Sess01_FB007,0.83335486765789768
S01_Sess01_FB008,0.82483431345401548
S01_Sess01_FB009,0.81403908623350962
S01_Sess01_FB010,0.82578374643303576
S01_Sess01_FB011,0.84369871721442369
S01_Sess01_FB012,0.83455901712707647
S01_Sess01_FB013,0.82227682353542753
S01_Sess01_FB014,0.82553980303863816
S01_Sess01_FB015,0.80574589442226241
S01_Sess01_FB016,0.8224515427827489
S01_Sess01_FB017,0.82330263899423561
S01_Sess01_FB018,0.82842538077433758
S01_Sess01_FB019,0.82719211611329968
S01_Sess01_FB020,0.8271880095889671
S01_Sess01_FB021,0.82429027797568721
S01_Sess01_FB022,0.82824554535959882
S01_Sess01_FB023,0.81983310422918387
S01_Sess01_FB024,0.81450741823869355
S01_Sess01_FB025,0.82871539410778783
S01_Sess01_FB026,0.81776003375070516
S01_Sess01_FB027,0.82836671946967899
S01_Sess01_FB028,0.82619318899223593
S01_Sess01_FB029,0.80464281668892368
S01_Sess01_FB030,0.82765194508330742
S01_Sess01_FB031,0.825668202411875
S01_Sess01_FB032,0.82649170440134445
S01_Sess01_FB033,0.82360878717131769
S01_Sess01_FB034,0.81276801229698259
S01_Sess01_FB035,0.82263774304804893
S01_Sess01_FB036,0.82286953299527721
S01_Sess01_FB037,0.81489290851088125
S01_Sess01_FB038,0.82140187712347568
S01_Sess01_FB039,0.81172651213321445
S01_Sess01_FB040,0.83207751866872293
S01_Sess01_FB041,0.8155685202449664
S01_Sess01_FB042,0.83027604747912953
S01_Sess01_FB043,0.8158403677255327
S01_Sess01_FB044,0.82899270205129816
S01_Sess01_FB045,0.82306905358818561
S01_Sess01_FB046,0.82833598724324198
S01_Sess01_FB047,0.82784706838906963
S01_Sess01_FB048,0.82532081812839575
S01_Sess01_FB049,0.81957147581522283
S01_Sess01_FB050,0.83043692188822427
S01_Sess01_FB051,0.82813842209035182
S01_Sess01_FB052,0.82444638644258694
S01_Sess01_FB053,0.82443422793601739
S01_Sess01_FB054,0.80764070178901315
S01_Sess01_FB055,0.80963109790006682
S01_Sess01_FB056,0.8417794983687078
S01_Sess01_FB057,0.82118496239964223
S01_Sess01_FB058,0.81388302712121308
S01_Sess01_FB059,0.82145988827321559
S01_Sess01_FB060,0.81173169649958288
S01_Sess02_FB001,0.82753616800469121
S01_Sess02_FB002,0.83026750576728325
S01_Sess02_FB003,0.8125845511659745
S01_Sess02_FB004,0.81878834712668758
S01_Sess02_FB005,0.82561375760076161
S01_Sess02_FB006,0.81948600557436901
S01_Sess02_FB007,0.81275864173557033
S01_Sess02_FB008,0.81906635979317011
S01_Sess02_FB009,0.80256704864654749
S01_Sess02_FB010,0.82113123291261869
S01_Sess02_FB011,0.82418458099224601
S01_Sess02_FB012,0.81823679484651768
S01_Sess02_FB013,0.81840331030618985
S01_Sess02_FB014,0.83012887457899653
S01_Sess02_FB015,0.82742619685991747
S01_Sess02_FB016,0.82261522308111446
S01_Sess02_FB017,0.82374097404238811
S01_Sess02_FB018,0.8253183457104909
S01_Sess02_FB019,0.82357375425176582
S01_Sess02_FB020,0.81716156685619823
S01_Sess02_FB021,0.81559090194972172
S01_Sess02_FB022,0.8305580811138531
S01_Sess02_FB023,0.82694517949101143
S01_Sess02_FB024,0.82635753466581963
S01_Sess02_FB025,0.82123655765032411
S01_Sess02_FB026,0.82431707522844366
S01_Sess02_FB027,0.81485732409315459
S01_Sess02_FB028,0.81699223536492216
S01_Sess02_FB029,0.82392263688786804
S01_Sess02_FB030,0.82463915566587542
S01_Sess02_FB031,0.81273945734159991
S01_Sess02_FB032,0.82160886504655917
S01_Sess02_FB033,0.83806283821750549
S01_Sess02_FB034,0.81483601715796705
S01_Sess02_FB035,0.81597087976020266
S01_Sess02_FB036,0.82305754569452227
S01_Sess02_FB037,0.82920951546995636
S01_Sess02_FB038,0.82559716123611171
S01_Sess02_FB039,0.82196858224777203
S01_Sess02_FB040,0.81663809236357454
S01_Sess02_FB041,0.84868190781932429
S01_Sess02_FB042,0.82617503026020978
S01_Sess02_FB043,0.81976556951665569
S01_Sess02_FB044,0.80857792833785602
S01_Sess02_FB045,0.80922090541607683
S01_Sess02_FB046,0.83144209167451344
S01_Sess02_FB047,0.81040911296345763
S01_Sess02_FB048,0.82429405268851463
S01_Sess02_FB049,0.81813786853234016
S01_Sess02_FB050,0.81528865695502883
S01_Sess02_FB051,0.81076665361840405
S01_Sess02_FB052,0.81218605087960438
S01_Sess02_FB053,0.82092189210885891
S01_Sess02_FB054,0.80646393164535024
S01_Sess02_FB055,0.80884894408227481
S01_Sess02_FB056,0.81225187232343132
S01_Sess02_FB057,0.8263100104512483
S01_Sess02_FB058,0.8206734688441516
S01_Sess02_FB059,0.82117553746929162
S01_Sess02_FB060,0.80619327419815423
S01_Sess03_FB001,0.82262772759382485
S01_Sess03_FB002,0.83398652306897714
S01_Sess03_FB003,0.80685145072381004
S01_Sess03_FB004,0.81598054975410117
S01_Sess03_FB005,0.82006625640775865
S01_Sess03_FB006,0.85928612427008599
S01_Sess03_FB007,0.81170429034029945
S01_Sess03_FB008,0.81123850942208586
S01_Sess03_FB009,0.83067981081789011
S01_Sess03_FB010,0.82940866765046406
S01_Sess03_FB011,0.81615570147315675
S01_Sess03_FB012,0.82373915778852624
S01_Sess03_FB013,0.83148217655158208
S01_Sess03_FB014,0.7966548017110795
S01_Sess03_FB015,0.82950795165091651
S01_Sess03_FB016,0.82396391125032764
S01_Sess03_FB017,0.80892573030160597
S01_Sess03_FB018,0.80270913149459833
S01_Sess03_FB019,0.82393440069066992
S01_Sess03_FB020,0.82221856327098519
S01_Sess03_FB021,0.81565768367265845
S01_Sess03_FB022,0.81612518575886484
S01_Sess03_FB023,0.81263632358366078
S01_Sess03_FB024,0.83700552440540044
S01_Sess03_FB025,0.8163315418459377
S01_Sess03_FB026,0.83095498333744611
S01_Sess03_FB027,0.81812761265329781
S01_Sess03_FB028,0.82197616851016819
S01_Sess03_FB029,0.82079044182429173
S01_Sess03_FB030,0.81926538254491676
S01_Sess03_FB031,0.81452774753700352
S01_Sess03_FB032,0.82485628691284507
S01_Sess03_FB033,0.82608797716999083
S01_Sess03_FB034,0.81261057683668725
S01_Sess03_FB035,0.81701956530574049
S01_Sess03_FB036,0.81490393738702094
S01_Sess03_FB037,0.81079899719856363
S01_Sess03_FB038,0.83216861029171696
S01_Sess03_FB039,0.81012783687659373
S01_Sess03_FB040,0.81636245587953493
S01_Sess03_FB041,0.81436639750768958
S01_Sess03_FB042,0.82557478605704682
